year,asd_code,asd_type,asd_area_code,asd_subarea_code,taxon_code,flag_country_code,flag_country,landed_product_weight_tonne,estimated_green_weight_tonne
2016,883,Subarea,88,883,TOA,KOR,"Korea, Republic of",102.38,112.42
2016,883,Subarea,88,883,TOP,KOR,"Korea, Republic of",0.26,0.29
2017,41,Area,41,,TOP,ARG,Argentina,1267.7,1874.5
2017,41,Area,41,,TOP,CHL,Chile,104.82,145.38
2017,41,Area,41,,TOP,ESP,Spain,195.21,308.93
2017,41,Area,41,,TOP,GBR,United Kingdom,319.71,479.6
2017,41,Area,41,,TOP,KOR,"Korea, Republic of",1948.7,2194.5
2017,41,Area,41,,TOP,UKR,Ukraine,205.82,255.39
2017,41,Area,41,,TOP,URY,Uruguay,352.63,522.19
2017,47,Area,47,,TOP,JPN,Japan,9.85,11.57
2017,482,Subarea,48,482,TOA,GBR,United Kingdom,5.83,8.41
2017,482,Subarea,48,482,TOA,NZL,New Zealand,1.36,2.14
2017,482,Subarea,48,482,TOA,UKR,Ukraine,67.12,68.99
2017,482,Subarea,48,482,TOP,GBR,United Kingdom,0.26,0.44
2017,482,Subarea,48,482,TOP,UKR,Ukraine,7.74,6.8
2017,483,Subarea,48,483,TOP,CHL,Chile,248.95,319.41
2017,483,Subarea,48,483,TOP,GBR,United Kingdom,807.9,1192.67
2017,483,Subarea,48,483,TOP,NZL,New Zealand,275.96,442.88
2017,483,Subarea,48,483,TOP,URY,Uruguay,218.54,326.42
2017,484,Subarea,48,484,TOA,GBR,United Kingdom,0.91,1.39
2017,484,Subarea,48,484,TOA,NZL,New Zealand,22.04,34.43
2017,484,Subarea,48,484,TOP,GBR,United Kingdom,6.2,9.34
2017,484,Subarea,48,484,TOP,NZL,New Zealand,14.63,23.27
2017,486,Subarea,48,486,TOA,JPN,Japan,71.6,83.91
2017,486,Subarea,48,486,TOA,ZAF,South Africa,73.84,105.98
2017,486,Subarea,48,486,TOP,JPN,Japan,0.37,0.58
2017,486,Subarea,48,486,TOP,ZAF,South Africa,0.91,1.49
2017,51,Area,51,,TOA,ZAF,South Africa,0.02,0.04
2017,51,Area,51,,TOP,ESP,Spain,4.06,5.51
2017,51,Area,51,,TOP,FRA,France,5.49,8.4
2017,51,Area,51,,TOP,ZAF,South Africa,36.11,45.73
2017,5841,Division,58,584,TOA,KOR,"Korea, Republic of",97.62,135.43
2017,5842,Division,58,584,TOA,FRA,France,10.52,16.52
2017,5842,Division,58,584,TOA,KOR,"Korea, Republic of",16.87,20.22
2017,5843a,Division,58,584,TOP,FRA,France,1.24,1.93
2017,5844b,Division,58,584,TOP,FRA,France,11.32,17.09
2017,5851,Division,58,585,TOP,FRA,France,2821.66,4109.99
2017,5852,Division,58,585,TOP,AUS,Australia,2325.3,3706.91
2017,586,Subarea,58,586,TOP,FRA,France,642.95,955.09
2017,587,Subarea,58,587,TOA,ZAF,South Africa,0.04,0.07
2017,587,Subarea,58,587,TOP,ZAF,South Africa,53.88,66.63
2017,81,Area,81,,TOA,NZL,New Zealand,20.12,29.89
2017,81,Area,81,,TOP,AUS,Australia,253.19,392.15
2017,81,Area,81,,TOP,CHL,Chile,0.39,0.43
2017,81,Area,81,,TOP,NZL,New Zealand,5.13,7.94
2017,87,Area,87,,TOP,CHL,Chile,2787.64,3322.01
2017,87,Area,87,,TOP,PER,Peru,154.22,167.19
2017,881,Subarea,88,881,TOA,KOR,"Korea, Republic of",218.89,316.71
2017,881,Subarea,88,881,TOA,UKR,Ukraine,14.22,18.28
2017,882,Subarea,88,882,TOA,UKR,Ukraine,3.05,3.84
2017,883,Subarea,88,883,TOA,KOR,"Korea, Republic of",110.41,123.37
2018,41,Area,41,,TOA,CHN,China,111.28,184.29
2018,41,Area,41,,TOP,ARG,Argentina,3419.01,4732.65
2018,41,Area,41,,TOP,CHL,Chile,183.28,245.94
2018,41,Area,41,,TOP,ESP,Spain,176.73,294.59
2018,41,Area,41,,TOP,GBR,United Kingdom,750.58,1134
2018,41,Area,41,,TOP,KOR,"Korea, Republic of",2331.14,2614.42
2018,41,Area,41,,TOP,UKR,Ukraine,99.24,136.1
2018,41,Area,41,,TOP,URY,Uruguay,309.23,422.91
2018,47,Area,47,,TOP,JPN,Japan,37.88,55.77
2018,482,Subarea,48,482,TOA,CHL,Chile,1.37,1.76
2018,482,Subarea,48,482,TOA,GBR,United Kingdom,0.82,1.19
2018,482,Subarea,48,482,TOA,NZL,New Zealand,2.45,3.9
2018,482,Subarea,48,482,TOA,UKR,Ukraine,52.8,63.24
2018,482,Subarea,48,482,TOP,CHL,Chile,0.13,0.18
2018,482,Subarea,48,482,TOP,NZL,New Zealand,0.37,0.59
2018,482,Subarea,48,482,TOP,UKR,Ukraine,1.9,2.35
2018,483,Subarea,48,483,TOP,CHL,Chile,217.45,294.29
2018,483,Subarea,48,483,TOP,GBR,United Kingdom,818.12,1193.8
2018,483,Subarea,48,483,TOP,NZL,New Zealand,258.12,413.07
2018,483,Subarea,48,483,TOP,URY,Uruguay,90.79,137.22
2018,484,Subarea,48,484,TOA,GBR,United Kingdom,13.05,19.33
2018,484,Subarea,48,484,TOA,NZL,New Zealand,10.46,16.37
2018,484,Subarea,48,484,TOP,GBR,United Kingdom,4.55,6.97
2018,484,Subarea,48,484,TOP,NZL,New Zealand,6.62,10.63
2018,486,Subarea,48,486,TOA,JPN,Japan,200.02,292.36
2018,486,Subarea,48,486,TOA,ZAF,South Africa,132.44,166.49
2018,486,Subarea,48,486,TOP,JPN,Japan,0.14,0.24
2018,486,Subarea,48,486,TOP,ZAF,South Africa,2.88,4.27
2018,51,Area,51,,TOP,ESP,Spain,195.94,284.19
2018,51,Area,51,,TOP,FRA,France,4.7,7.42
2018,51,Area,51,,TOP,JPN,Japan,9.33,10.68
2018,51,Area,51,,TOP,ZAF,South Africa,31.61,42.53
2018,57,Area,57,,TOP,ESP,Spain,208.44,306.3
2018,5841,Division,58,584,TOA,AUS,Australia,66.15,102.22
2018,5841,Division,58,584,TOA,ESP,Spain,82.58,122.88
2018,5841,Division,58,584,TOA,FRA,France,34.98,54.87
2018,5841,Division,58,584,TOP,AUS,Australia,0.04,0.07
2018,5841,Division,58,584,TOP,ESP,Spain,0.38,0.65
2018,5842,Division,58,584,TOA,AUS,Australia,19.39,31.12
2018,5842,Division,58,584,TOA,FRA,France,10.1,15.67
2018,5842,Division,58,584,TOP,AUS,Australia,0.08,0.14
2018,5843a,Division,58,584,TOA,JPN,Japan,0.15,0.22
2018,5843a,Division,58,584,TOP,FRA,France,1.79,2.75
2018,5843a,Division,58,584,TOP,JPN,Japan,7.74,9.03
2018,5844b,Division,58,584,TOP,FRA,France,1.45,1.87
2018,5844b,Division,58,584,TOP,JPN,Japan,12.79,14.65
2018,5851,Division,58,585,TOP,FRA,France,3748.43,5648.39
2018,5852,Division,58,585,TOP,AUS,Australia,2168.77,3546.85
2018,586,Subarea,58,586,TOP,FRA,France,835.48,1256.09
2018,587,Subarea,58,587,TOP,ZAF,South Africa,238.9,322.07
2018,81,Area,81,,TOP,AUS,Australia,320.29,505.4
2018,81,Area,81,,TOP,CHL,Chile,0.68,0.75
2018,81,Area,81,,TOP,NZL,New Zealand,2.01,3.14
2018,87,Area,87,,TOP,CHL,Chile,2477.9,2909.3
2018,87,Area,87,,TOP,ECU,Ecuador,60.79,60.79
2018,87,Area,87,,TOP,PER,Peru,170.79,188.67
2018,881,Subarea,88,881,TOA,AUS,Australia,66.49,103.34
2018,881,Subarea,88,881,TOA,ESP,Spain,121.24,179.53
2018,881,Subarea,88,881,TOA,GBR,United Kingdom,91.29,135.52
2018,881,Subarea,88,881,TOA,KOR,"Korea, Republic of",624.96,807.42
2018,881,Subarea,88,881,TOA,NOR,Norway,104.45,161.43
2018,881,Subarea,88,881,TOA,NZL,New Zealand,400.32,611.09
2018,881,Subarea,88,881,TOA,RUS,Russian Federation,299.82,436.49
2018,881,Subarea,88,881,TOA,UKR,Ukraine,199.99,284.03
2018,881,Subarea,88,881,TOP,KOR,"Korea, Republic of",0.02,0.03
2018,881,Subarea,88,881,TOP,NOR,Norway,0.11,0.19
2018,881,Subarea,88,881,TOP,NZL,New Zealand,0.03,0.05
2018,882,Subarea,88,882,TOA,AUS,Australia,32.27,50.26
2018,882,Subarea,88,882,TOA,GBR,United Kingdom,106.82,156.96
2018,882,Subarea,88,882,TOA,NOR,Norway,20.35,31.19
2018,882,Subarea,88,882,TOA,NZL,New Zealand,24.98,38.15
2018,882,Subarea,88,882,TOA,RUS,Russian Federation,0.32,0.39
2018,882,Subarea,88,882,TOA,UKR,Ukraine,241.29,344.06
2018,882,Subarea,88,882,TOA,URY,Uruguay,155.25,216.43
2018,882,Subarea,88,882,TOP,AUS,Australia,0.07,0.11
2018,883,Subarea,88,883,TOA,KOR,"Korea, Republic of",34.79,38.38
2018,883,Subarea,88,883,TOP,KOR,"Korea, Republic of",0.16,0.27
2019,41,Area,41,,TOP,ARG,Argentina,3093.8,4113.93
2019,41,Area,41,,TOP,CHL,Chile,39.2,48.97
2019,41,Area,41,,TOP,CHN,China,2.02,3.43
2019,41,Area,41,,TOP,ESP,Spain,143.08,234.05
2019,41,Area,41,,TOP,GBR,United Kingdom,800.92,1213.42
2019,41,Area,41,,TOP,KOR,"Korea, Republic of",1939.01,2218.24
2019,41,Area,41,,TOP,UKR,Ukraine,17.83,25.46
2019,41,Area,41,,TOP,URY,Uruguay,148.96,186.25
2019,47,Area,47,,TOP,JPN,Japan,24.32,35.78
2019,481,Subarea,48,481,TOA,UKR,Ukraine,5.58,7.87
2019,482,Subarea,48,482,TOA,GBR,United Kingdom,4.22,6.34
2019,482,Subarea,48,482,TOA,NZL,New Zealand,3.13,5.02
2019,482,Subarea,48,482,TOA,UKR,Ukraine,22.13,23.91
2019,482,Subarea,48,482,TOP,GBR,United Kingdom,0.03,0.05
2019,482,Subarea,48,482,TOP,NZL,New Zealand,0.2,0.33
2019,482,Subarea,48,482,TOP,UKR,Ukraine,0.7,0.81
2019,483,Subarea,48,483,TOP,CHL,Chile,258.15,310.37
2019,483,Subarea,48,483,TOP,GBR,United Kingdom,824.41,1192.2
2019,483,Subarea,48,483,TOP,NZL,New Zealand,255.2,407.81
2019,483,Subarea,48,483,TOP,URY,Uruguay,207.75,313.14
2019,484,Subarea,48,484,TOA,GBR,United Kingdom,30.03,44.72
2019,484,Subarea,48,484,TOA,NZL,New Zealand,10.39,16.38
2019,484,Subarea,48,484,TOP,GBR,United Kingdom,5.11,7.74
2019,484,Subarea,48,484,TOP,NZL,New Zealand,6.34,10.19
2019,486,Subarea,48,486,TOA,ESP,Spain,121.21,181.85
2019,486,Subarea,48,486,TOA,JPN,Japan,116.98,171.07
2019,486,Subarea,48,486,TOP,JPN,Japan,1.56,2.36
2019,51,Area,51,,TOP,ESP,Spain,36.39,53.61
2019,51,Area,51,,TOP,FRA,France,11.85,18.88
2019,51,Area,51,,TOP,ZAF,South Africa,55.23,73.97
2019,57,Area,57,,TOP,ESP,Spain,91.69,133.24
2019,5842,Division,58,584,TOA,AUS,Australia,22.77,35.89
2019,5842,Division,58,584,TOA,FRA,France,11.91,18.6
2019,5844b,Division,58,584,TOP,FRA,France,0.22,0.36
2019,5844b,Division,58,584,TOP,JPN,Japan,6.32,9.32
2019,5851,Division,58,585,TOP,FRA,France,3895.18,5845.19
2019,5852,Division,58,585,TOP,AUS,Australia,2345.75,3771.25
2019,586,Subarea,58,586,TOP,FRA,France,608.56,919.97
2019,587,Subarea,58,587,TOP,ZAF,South Africa,211.89,282.94
2019,81,Area,81,,TOA,NZL,New Zealand,26.52,39.61
2019,81,Area,81,,TOP,AUS,Australia,320.17,507.79
2019,81,Area,81,,TOP,NZL,New Zealand,0.05,0.08
2019,87,Area,87,,TOA,CHL,Chile,1.48,1.63
2019,87,Area,87,,TOP,CHL,Chile,3065.27,3663
2019,87,Area,87,,TOP,ECU,Ecuador,25.41,31.65
2019,87,Area,87,,TOP,PER,Peru,161.77,177.95
2019,881,Subarea,88,881,TOA,AUS,Australia,7.38,11.58
2019,881,Subarea,88,881,TOA,ESP,Spain,200.34,301.47
2019,881,Subarea,88,881,TOA,GBR,United Kingdom,450.1,688.9
2019,881,Subarea,88,881,TOA,KOR,"Korea, Republic of",553.64,637.77
2019,881,Subarea,88,881,TOA,NZL,New Zealand,515.72,779.86
2019,881,Subarea,88,881,TOA,RUS,Russian Federation,233.98,330.65
2019,881,Subarea,88,881,TOA,UKR,Ukraine,150.17,200.89
2019,881,Subarea,88,881,TOP,NZL,New Zealand,0.59,0.9
2019,882,Subarea,88,882,TOA,AUS,Australia,120.03,187.53
2019,882,Subarea,88,882,TOA,GBR,United Kingdom,92.01,133.79
2019,882,Subarea,88,882,TOA,KOR,"Korea, Republic of",91,100.97
2019,882,Subarea,88,882,TOA,RUS,Russian Federation,33.97,44.44
2019,882,Subarea,88,882,TOA,UKR,Ukraine,167.7,237.03
2019,882,Subarea,88,882,TOA,URY,Uruguay,147.72,218.6
2019,883,Subarea,88,883,TOA,KOR,"Korea, Republic of",57.64,65.36
2019,883,Subarea,88,883,TOA,RUS,Russian Federation,0.33,0.56
2019,883,Subarea,88,883,TOP,KOR,"Korea, Republic of",0.56,0.95
2020,41,Area,41,,TOP,ARG,Argentina,2597.62,3254.43
2020,41,Area,41,,TOP,ESP,Spain,96.2,160.02
2020,41,Area,41,,TOP,GBR,United Kingdom,554.74,842.55
2020,41,Area,41,,TOP,KOR,"Korea, Republic of",1822.96,2093.93
2020,41,Area,41,,TOP,UKR,Ukraine,29.92,44.94
2020,41,Area,41,,TOP,URY,Uruguay,21.28,24.81
2020,47,Area,47,,TOP,ESP,Spain,38.08,56.17
2020,47,Area,47,,TOP,JPN,Japan,17.11,24.8
2020,481,Subarea,48,481,TOA,UKR,Ukraine,10.81,15.3
2020,483,Subarea,48,483,TOP,CHL,Chile,234.71,345.02
2020,483,Subarea,48,483,TOP,GBR,United Kingdom,889.38,1281.7
2020,483,Subarea,48,483,TOP,NZL,New Zealand,217.64,346.66
2020,484,Subarea,48,484,TOA,GBR,United Kingdom,20.24,29.89
2020,484,Subarea,48,484,TOA,NZL,New Zealand,7.31,11.4
2020,484,Subarea,48,484,TOP,GBR,United Kingdom,1.62,2.38
2020,484,Subarea,48,484,TOP,NZL,New Zealand,11.57,18.56
2020,486,Subarea,48,486,TOA,ESP,Spain,93.92,139.54
2020,486,Subarea,48,486,TOA,JPN,Japan,102.77,150.46
2020,486,Subarea,48,486,TOA,ZAF,South Africa,55.09,81.82
2020,486,Subarea,48,486,TOP,ESP,Spain,2.26,3.85
2020,486,Subarea,48,486,TOP,JPN,Japan,3.32,4.93
2020,486,Subarea,48,486,TOP,ZAF,South Africa,0.36,0.55
2020,51,Area,51,,TOP,ESP,Spain,83.31,99.58
2020,51,Area,51,,TOP,FRA,France,3.74,5.81
2020,51,Area,51,,TOP,ZAF,South Africa,41.21,55.26
2020,57,Area,57,,TOP,ESP,Spain,78.41,94.22
2020,5842,Division,58,584,TOA,AUS,Australia,26.16,41.58
2020,5842,Division,58,584,TOA,FRA,France,12.71,19.92
2020,5844b,Division,58,584,TOP,FRA,France,0.24,0.41
2020,5851,Division,58,585,TOP,FRA,France,3810.18,5711.35
2020,5852,Division,58,585,TOP,AUS,Australia,2011.13,3354.99
2020,586,Subarea,58,586,TOP,FRA,France,515.34,796.9
2020,587,Subarea,58,587,TOP,ZAF,South Africa,192.84,258.43
2020,81,Area,81,,TOA,NZL,New Zealand,29.7,46.93
2020,81,Area,81,,TOP,AUS,Australia,367.42,609.11
2020,81,Area,81,,TOP,NZL,New Zealand,0.04,0.07
2020,87,Area,87,,TOP,CHL,Chile,1808.77,2216.61
2020,87,Area,87,,TOP,ECU,Ecuador,24.55,27.01
2020,87,Area,87,,TOP,PER,Peru,90.99,100.09
2020,881,Subarea,88,881,TOA,CHL,Chile,12.39,16.47
2020,881,Subarea,88,881,TOA,ESP,Spain,128.32,190.75
2020,881,Subarea,88,881,TOA,GBR,United Kingdom,342.93,517.47
2020,881,Subarea,88,881,TOA,KOR,"Korea, Republic of",882.55,1046.51
2020,881,Subarea,88,881,TOA,NZL,New Zealand,293.08,445.76
2020,881,Subarea,88,881,TOA,RUS,Russian Federation,204.13,329.85
2020,881,Subarea,88,881,TOA,UKR,Ukraine,218.55,314.12
2020,881,Subarea,88,881,TOA,URY,Uruguay,47.06,69.72
2020,881,Subarea,88,881,TOP,NZL,New Zealand,0.12,0.19
2020,882,Subarea,88,882,TOA,AUS,Australia,140.32,220.19
2020,882,Subarea,88,882,TOA,GBR,United Kingdom,141.47,205.6
2020,882,Subarea,88,882,TOA,KOR,"Korea, Republic of",2.81,4.09
2020,882,Subarea,88,882,TOA,NZL,New Zealand,8.47,12.68
2020,882,Subarea,88,882,TOA,UKR,Ukraine,131.19,191.04
2020,882,Subarea,88,882,TOA,URY,Uruguay,54.13,81.04
2020,883,Subarea,88,883,TOA,KOR,"Korea, Republic of",71.03,82.01
2020,883,Subarea,88,883,TOA,UKR,Ukraine,8.51,13.22
2020,883,Subarea,88,883,TOP,KOR,"Korea, Republic of",0.03,0.06
2021,41,Area,41,,TOP,ARG,Argentina,3475.3,4531.41
2021,41,Area,41,,TOP,ESP,Spain,50.71,82.56
2021,41,Area,41,,TOP,GBR,United Kingdom,749.02,1134.11
2021,41,Area,41,,TOP,KOR,"Korea, Republic of",2030,2345.08
2021,41,Area,41,,TOP,UKR,Ukraine,1.39,2.13
2021,41,Area,41,,TOP,URY,Uruguay,47.59,78.22
2021,47,Area,47,,TOP,CHL,Chile,3.35,3.68
2021,47,Area,47,,TOP,ESP,Spain,10.89,16.15
2021,47,Area,47,,TOP,JPN,Japan,3.73,5.51
2021,481,Subarea,48,481,TOA,UKR,Ukraine,10.92,15.32
2021,483,Subarea,48,483,TOP,GBR,United Kingdom,906.96,1295.03
2021,483,Subarea,48,483,TOP,NZL,New Zealand,229.08,366.86
2021,483,Subarea,48,483,TOP,URY,Uruguay,174,261.99
2021,484,Subarea,48,484,TOA,GBR,United Kingdom,15.35,22.92
2021,484,Subarea,48,484,TOA,NZL,New Zealand,11.62,18.48
2021,484,Subarea,48,484,TOP,GBR,United Kingdom,3.07,4.63
2021,484,Subarea,48,484,TOP,NZL,New Zealand,8.76,14.21
2021,486,Subarea,48,486,TOA,ESP,Spain,112.83,168.28
2021,486,Subarea,48,486,TOA,JPN,Japan,115.74,168.88
2021,486,Subarea,48,486,TOP,ESP,Spain,0.02,0.04
2021,486,Subarea,48,486,TOP,JPN,Japan,3.45,5
2021,51,Area,51,,TOP,ESP,Spain,10.48,14.66
2021,51,Area,51,,TOP,FRA,France,3.22,5.02
2021,51,Area,51,,TOP,ZAF,South Africa,5.84,7.7
2021,57,Area,57,,TOP,AUS,Australia,6.81,11.21
2021,57,Area,57,,TOP,ESP,Spain,23.67,33.72
2021,5842,Division,58,584,TOA,AUS,Australia,38.87,62.11
2021,5851,Division,58,585,TOP,FRA,France,3553.65,5463.55
2021,5852,Division,58,585,TOP,AUS,Australia,2089.52,3421.08
2021,586,Subarea,58,586,TOP,FRA,France,630.62,945.08
2021,587,Subarea,58,587,TOP,ZAF,South Africa,330.72,448.38
2021,81,Area,81,,TOA,NZL,New Zealand,16.96,27.57
2021,81,Area,81,,TOP,AUS,Australia,324.56,519.49
2021,81,Area,81,,TOP,NZL,New Zealand,0.01,0.02
2021,87,Area,87,,TOP,CHL,Chile,3295.59,3918.01
2021,87,Area,87,,TOP,ECU,Ecuador,15.49,17.88
2021,87,Area,87,,TOP,PER,Peru,163.65,180.33
2021,881,Subarea,88,881,TOA,AUS,Australia,79.61,125.48
2021,881,Subarea,88,881,TOA,ESP,Spain,127.8,193.37
2021,881,Subarea,88,881,TOA,GBR,United Kingdom,113.82,171.45
2021,881,Subarea,88,881,TOA,JPN,Japan,13.13,19.61
2021,881,Subarea,88,881,TOA,KOR,"Korea, Republic of",1142.24,1413.13
2021,881,Subarea,88,881,TOA,NZL,New Zealand,531.07,818.87
2021,881,Subarea,88,881,TOA,UKR,Ukraine,191.79,283.04
2021,881,Subarea,88,881,TOP,AUS,Australia,0.66,1.13
2021,881,Subarea,88,881,TOP,JPN,Japan,2.57,3.83
2021,881,Subarea,88,881,TOP,NZL,New Zealand,2.15,3.43
2021,881,Subarea,88,881,TOP,UKR,Ukraine,0.48,0.82
2021,882,Subarea,88,882,TOA,GBR,United Kingdom,220.62,330.76
2021,882,Subarea,88,882,TOA,KOR,"Korea, Republic of",31.34,33.05
2021,882,Subarea,88,882,TOA,UKR,Ukraine,312,446.24
2021,882,Subarea,88,882,TOP,GBR,United Kingdom,0.58,0.98
